"","Min.","1st Qu.","Median","Mean","3rd Qu.","Max.","NA's"
"Vascular endothelial cells_M1_contact",0.0140866246260813,0.0986396157677353,0.128966478893152,0.142615387474111,0.169537871611458,0.455557086795116,0
"NK/NKT_tumor_contact",0.029796918767507,0.0940085286715705,0.128660845245717,0.149636363405928,0.184595688829338,0.540896444882108,0
"Other immune_vascular_contact",0.0235288535704137,0.0909911719173632,0.128560333897101,0.152136674846317,0.19658857949276,0.59119208054038,0
"Neutrophils_tumor_med_dist",0.0327430181789315,0.0946152999462768,0.127909983985388,0.140779518974348,0.171530037894141,0.508561651791319,0
"CD11b_low Neutrophils_assort",0.0260171373589224,0.0942140079582659,0.124369807948997,0.135836682315514,0.165381500499627,0.412480379558608,0
"CD163+ cells_assort",0.0282886908984133,0.090436725714505,0.122596482721329,0.131477875448945,0.15477147823445,0.793881815432658,0
"Vascular endothelial cells_region",0.0358778423331055,0.0938686822370686,0.121654187295741,0.126975096430506,0.152592190443812,0.397021068264964,0
"M1 macrophages_vascular_contact",0.0230756376425007,0.0942664248916339,0.121254857194332,0.132277538933799,0.160191424683339,0.436480994035626,0
"Tumor_M1_contact",0.0161302521008403,0.0908036861161941,0.118610254185289,0.123659868101115,0.148583622037453,0.384747792447808,0
"Monocytes_prop",0.0205106847764573,0.0889008304957148,0.11853882830333,0.122630884165408,0.152535571154541,0.345344626193078,0
"HLADR+_tumor_med_dist",0.0239351241525043,0.0877439087477412,0.118178658612434,0.137059185968125,0.172382021316397,0.493342065952516,0
"CD8+ T cells_vascular_med_dist",0.0215874595169948,0.0868372456229547,0.118150260619866,0.126646744378872,0.154367292362665,0.361722649614362,0
"NK/NKT_vascular_med_dist",0.0128,0.0820084178212657,0.116481781683175,0.134620578889457,0.161888116521044,0.623994160486569,0
"HLADR+_vascular_med_dist",0.0165670109457106,0.081668370219621,0.115671792048316,0.12892246891936,0.160292452463087,0.522478426719626,0
"M2 macrophages_vascular_med_dist",0.00983809523809524,0.077138902213147,0.115566808415887,0.128663085296387,0.167292508651873,0.418939495151887,0
"CD11c+ epithelial_tumor_contact",0.0209666666666667,0.0861943363870681,0.114781684919216,0.120547447216032,0.145379742593245,0.396669304108375,0
"HLADR+_vascular_contact",0,0.0755062659517252,0.113493439417286,0.126402268835966,0.15555293359933,0.49863535511842,0
"CD163+ cells_region",0.0266341429567974,0.0835243481571362,0.112139353762774,0.128229451928668,0.156374077039464,0.52621630603715,0
"Fibroblast_vascular_contact",0.029370780081987,0.0886623873114087,0.112120287034775,0.121807068877186,0.146666428629864,0.424056781064446,0
"CD11c+ epithelial_M1_contact",0.0339005551977831,0.0807375548143192,0.111719912969168,0.124850169226334,0.148531159681579,0.517582597541429,0
"Unidentified_vascular_contact",0.0203830799220273,0.0865471749004517,0.110821425204725,0.119698644019022,0.142860304475921,0.509355154415481,0
"Other immune_prop",0.0109769230769231,0.0726821278268231,0.110149249015608,0.127571797757512,0.166468861500766,0.47797020659049,0
"Unidentified_assort",0.0248986726998492,0.0855052185501435,0.109241970921339,0.116695154762907,0.141174461962923,0.323944998239334,0
"CD163+ cells_prop",0.0377138917143405,0.0882847423997762,0.109213276762439,0.116677489805123,0.140674901671632,0.342046010167522,0
"Neutrophils_vascular_med_dist",0.0233786517575991,0.0774673121638348,0.108998019283858,0.126687135096162,0.15602784090286,0.489945463489938,0
"Fibroblast_tumor_contact",0.0253163414465016,0.0811885547638499,0.108357424855408,0.120809270561022,0.145795346332817,0.52057301441505,0
"Neutrophils_M1_contact",0.0187676767676768,0.0748155195585436,0.108204866055883,0.122148336133052,0.153062747792863,0.46152085258442,0
"M2 macrophages_M1_med_dist",0.0146561403508772,0.0734302011894633,0.108019521655286,0.123402028736951,0.157627722937494,0.542557535310427,0
"CD8+ T cells_vascular_contact",0.0205638326585695,0.0784646599441191,0.107426983502366,0.115042100253854,0.138308289742551,0.368191418305922,0
"Neutrophils_M1_med_dist",0.0198952380952381,0.0774729145498355,0.107194190973067,0.118483491213036,0.148097511834409,0.416749446683383,0
"Other immune_vascular_med_dist",0.0180545306001188,0.080136372861571,0.107101726340629,0.122827107350111,0.153789589541745,0.442233488613453,0
"CD11c+ epithelial_assort",0.021630227632555,0.077493442275111,0.105428638620456,0.110883329742525,0.132168472722626,0.383384851916403,0
"CD4+ T cells_prop",0.0198939393939394,0.0771733202307087,0.104605859231426,0.11446346080207,0.138924994735936,0.364949852042094,0
"Monocytes_vascular_med_dist",0.0170833333333333,0.0745491290087816,0.104368755425614,0.120616940921435,0.150531909266411,0.454947288052366,0
"Fibroblast_assort",0.0208889202751272,0.0760329986828626,0.103971787817598,0.11583298731904,0.140527120730122,0.434540484988025,0
"M1 macrophages_prop",0.0238996480643539,0.0768091407457355,0.10397062933258,0.114894144369481,0.138033777794811,0.371601831515146,0
